word_count,char_count,char_div4
107,632,158.0
124,760,190.0
75,430,107.5
97,540,135.0
11,80,20.0
147,954,238.5
7,34,8.5
60,349,87.25
95,641,160.25
95,641,160.25
376,2136,534.0
133,757,189.25
370,2138,534.5
279,1579,394.75
58,328,82.0
69,399,99.75
419,3058,764.5
164,981,245.25
234,1218,304.5
212,1280,320.0
106,584,146.0
130,751,187.75
148,821,205.25
180,993,248.25
180,993,248.25
175,956,239.0
175,956,239.0
180,993,248.25
175,956,239.0
180,993,248.25
115,634,158.5
194,1079,269.75
192,1073,268.25
4,22,5.5
157,1043,260.75
372,2562,640.5
408,2353,588.25
162,962,240.5
139,947,236.75
167,1110,277.5
170,974,243.5
200,1334,333.5
84,471,117.75
212,1248,312.0
224,1390,347.5
273,1635,408.75
12,71,17.75
182,1230,307.5
14,67,16.75
60,334,83.5
448,3039,759.75
18,113,28.25
16,77,19.25
23,130,32.5
311,2041,510.25
62,474,118.5
7,34,8.5
21,112,28.0
243,1704,426.0
3,11,2.75
1,1,0.25
26,151,37.75
192,1109,277.25
218,1261,315.25
313,1995,498.75
31,155,38.75
192,1277,319.25
11,69,17.25
540,3698,924.5
192,1339,334.75
160,1502,375.5
70,581,145.25
215,1545,386.25
6,34,8.5
150,857,214.25
4,23,5.75
87,508,127.0
188,1075,268.75
1,1,0.25
24,128,32.0
98,559,139.75
212,1294,323.5
7,32,8.0
277,1629,407.25
129,762,190.5
138,768,192.0
435,2334,583.5
130,1352,338.0
123,1286,321.5
123,1286,321.5
32,199,49.75
198,1177,294.25
512,3376,844.0
154,871,217.75
30,146,36.5
42,244,61.0
42,244,61.0
229,1480,370.0
1,2,0.5
128,831,207.75
466,3395,848.75
490,3118,779.5
205,1404,351.0
68,393,98.25
237,1550,387.5
342,2228,557.0
98,584,146.0
150,922,230.5
148,906,226.5
132,808,202.0
76,514,128.5
1,3,0.75
9,47,11.75
2,9,2.25
9,47,11.75
1,3,0.75
16,95,23.75
9,47,11.75
2,16,4.0
7,38,9.5
9,47,11.75
1,3,0.75
18,106,26.5
37,221,55.25
18,106,26.5
242,1561,390.25
60,355,88.75
2,13,3.25
2,13,3.25
2,13,3.25
25,157,39.25
18,96,24.0
54,289,72.25
63,377,94.25
350,1967,491.75
82,432,108.0
365,1961,490.25
339,1859,464.75
27,163,40.75
45,258,64.5
4,19,4.75
407,1704,426.0
122,1020,255.0
66,414,103.5
29,175,43.75
409,2490,622.5
261,1441,360.25
174,1072,268.0
129,723,180.75
249,1710,427.5
211,1260,315.0
4,15,3.75
150,1023,255.75
9,32,8.0
70,398,99.5
236,1346,336.5
215,1179,294.75
32,191,47.75
3,9,2.25
101,641,160.25
112,712,178.0
74,440,110.0
96,604,151.0
12,64,16.0
164,913,228.25
241,1441,360.25
227,1478,369.5
1,5,1.25
53,335,83.75
43,254,63.5
86,474,118.5
93,530,132.5
55,305,76.25
95,651,162.75
114,709,177.25
85,493,123.25
64,359,89.75
105,535,133.75
51,231,57.75
31,145,36.25
109,615,153.75
8,45,11.25
75,427,106.75
109,693,173.25
39,243,60.75
143,849,212.25
227,1529,382.25
265,1859,464.75
26,176,44.0
9,40,10.0
15,89,22.25
22,117,29.25
33,159,39.75
361,1960,490.0
36,169,42.25
208,1196,299.0
292,1752,438.0
83,481,120.25
28,152,38.0
43,259,64.75
59,351,87.75
164,1034,258.5
1,1,0.25
202,1427,356.75
265,1838,459.5
5,48,12.0
342,2085,521.25
300,1945,486.25
315,1920,480.0
318,1986,496.5
131,838,209.5
294,1805,451.25
194,1162,290.5
28,158,39.5
160,917,229.25
137,796,199.0
167,987,246.75
193,1126,281.5
105,614,153.5
164,1060,265.0
53,297,74.25
106,622,155.5
91,495,123.75
258,1775,443.75
164,963,240.75
229,1514,378.5
179,1042,260.5
108,718,179.5
122,771,192.75
201,1136,284.0
203,1174,293.5
241,1454,363.5
260,1557,389.25
241,1377,344.25
269,1600,400.0
273,1540,385.0
217,1298,324.5
268,1497,374.25
264,1645,411.25
338,2041,510.25
296,1811,452.75
358,2121,530.25
345,2117,529.25
334,2033,508.25
335,2032,508.0
380,2302,575.5
331,2062,515.5
60,322,80.5
159,773,193.25
7,32,8.0
48,253,63.25
59,342,85.5
53,303,75.75
73,413,103.25
140,813,203.25
105,557,139.25
255,1411,352.75
170,1052,263.0
79,510,127.5
106,666,166.5
89,573,143.25
86,521,130.25
63,365,91.25
88,522,130.5
17,92,23.0
11,51,12.75
107,708,177.0
204,1448,362.0
9,71,17.75
9,74,18.5
8,58,14.5
9,84,21.0
4,25,6.25
276,1892,473.0
14,96,24.0
63,398,99.5
1,19,4.75
24,154,38.5
7,20,5.0
6,31,7.75
76,527,131.75
45,198,49.5
83,571,142.75
74,430,107.5
35,230,57.5
233,1363,340.75
17,97,24.25
71,439,109.75
80,441,110.25
83,480,120.0
221,1329,332.25
12,63,15.75
274,1304,326.0
6,30,7.5
29,160,40.0
131,769,192.25
217,1167,291.75
51,288,72.0
288,1740,435.0
9,47,11.75
245,1437,359.25
381,2827,706.75
62,423,105.75
64,450,112.5
64,450,112.5
152,910,227.5
129,855,213.75
230,1414,353.5
322,2006,501.5
242,1665,416.25
63,376,94.0
146,786,196.5
12,100,25.0
219,1514,378.5
531,3670,917.5
134,771,192.75
71,418,104.5
13,75,18.75
53,291,72.75
64,369,92.25
29,154,38.5
56,280,70.0
107,598,149.5
377,2130,532.5
28,151,37.75
7,32,8.0
44,239,59.75
263,1589,397.25
32,153,38.25
67,406,101.5
470,3293,823.25
210,1360,340.0
30,158,39.5
27,165,41.25
270,1628,407.0
230,1588,397.0
135,782,195.5
333,2133,533.25
442,3018,754.5
76,452,113.0
199,1259,314.75
447,2558,639.5
201,1114,278.5
149,871,217.75
139,794,198.5
199,1297,324.25
125,765,191.25
187,1134,283.5
153,892,223.0
10,37,9.25
24,117,29.25
176,980,245.0
262,1800,450.0
17,84,21.0
148,943,235.75
43,250,62.5
46,275,68.75
20,122,30.5
17,105,26.25
237,1432,358.0
97,749,187.25
154,961,240.25
209,1168,292.0
49,324,81.0
62,373,93.25
100,664,166.0
197,1267,316.75
267,1772,443.0
72,463,115.75
106,654,163.5
148,712,178.0
11,45,11.25
312,1395,348.75
111,494,123.5
1,1,0.25
246,1618,404.5
70,415,103.75
118,855,213.75
119,725,181.25
160,1097,274.25
258,1730,432.5
147,855,213.75
54,297,74.25
85,452,113.0
63,356,89.0
23,120,30.0
45,204,51.0
38,163,40.75
32,174,43.5
34,179,44.75
15,96,24.0
179,1252,313.0
183,1275,318.75
222,1422,355.5
8,45,11.25
288,1976,494.0
92,584,146.0
128,747,186.75
91,472,118.0
53,287,71.75
165,1121,280.25
192,1411,352.75
163,1069,267.25
238,1768,442.0
238,1722,430.5
275,1933,483.25
212,1272,318.0
9,53,13.25
8,48,12.0
8,43,10.75
55,317,79.25
14,70,17.5
268,1825,456.25
487,2759,689.75
523,3097,774.25
513,2954,738.5
402,2296,574.0
423,2436,609.0
200,1532,383.0
15,152,38.0
93,395,98.75
282,1680,420.0
314,2027,506.75
332,2061,515.25
263,1602,400.5
182,1101,275.25
89,516,129.0
29,167,41.75
1,6,1.5
3,18,4.5
3,16,4.0
5,23,5.75
1,4,1.0
1,10,2.5
1,6,1.5
4,19,4.75
5,20,5.0
2,13,3.25
83,551,137.75
179,1200,300.0
29,140,35.0
319,1772,443.0
343,1944,486.0
7,34,8.5
17,93,23.25
21,131,32.75
45,274,68.5
30,172,43.0
364,2192,548.0
15,77,19.25
16,73,18.25
11,55,13.75
13,64,16.0
16,77,19.25
32,168,42.0
34,189,47.25
37,232,58.0
63,392,98.0
59,345,86.25
138,813,203.25
29,165,41.25
344,2053,513.25
13,81,20.25
305,1945,486.25
11,58,14.5
7,32,8.0
365,2267,566.75
58,370,92.5
10,51,12.75
88,398,99.5
15,91,22.75
4,30,7.5
31,191,47.75
13,89,22.25
38,218,54.5
5,33,8.25
8,53,13.25
19,125,31.25
18,110,27.5
71,426,106.5
224,1568,392.0
39,240,60.0
48,304,76.0
122,737,184.25
65,402,100.5
147,955,238.75
126,748,187.0
54,385,96.25
50,365,91.25
50,365,91.25
50,365,91.25
50,365,91.25
58,423,105.75
70,396,99.0
37,237,59.25
264,1555,388.75
146,956,239.0
185,1076,269.0
184,1284,321.0
168,1016,254.0
95,571,142.75
23,145,36.25
68,415,103.75
307,2055,513.75
339,2164,541.0
224,1492,373.0
248,1459,364.75
127,702,175.5
3,136,34.0
13,83,20.75
106,623,155.75
128,764,191.0
193,1041,260.25
199,1117,279.25
187,1003,250.75
230,1616,404.0
119,684,171.0
6,33,8.25
123,698,174.5
274,1657,414.25
2,68,17.0
2,70,17.5
315,1988,497.0
300,2704,676.0
55,338,84.5
20,117,29.25
93,580,145.0
66,412,103.0
86,519,129.75
17,133,33.25
67,429,107.25
80,491,122.75
109,654,163.5
51,287,71.75
431,2350,587.5
372,2070,517.5
127,760,190.0
95,560,140.0
54,311,77.75
157,898,224.5
203,1202,300.5
163,954,238.5
128,839,209.75
114,925,231.25
126,934,233.5
355,2202,550.5
314,1871,467.75
294,1868,467.0
94,848,212.0
170,1315,328.75
51,428,107.0
343,1938,484.5
340,2130,532.5
249,1451,362.75
202,1385,346.25
141,985,246.25
195,1299,324.75
217,1427,356.75
203,1375,343.75
35,194,48.5
6,51,12.75
46,296,74.0
35,169,42.25
133,832,208.0
147,985,246.25
90,638,159.5
76,785,196.25
55,344,86.0
194,1125,281.25
17,79,19.75
82,565,141.25
71,498,124.5
40,235,58.75
208,1244,311.0
138,839,209.75
132,823,205.75
144,883,220.75
56,356,89.0
274,1122,280.5
142,829,207.25
26,142,35.5
70,432,108.0
111,657,164.25
4,21,5.25
7,34,8.5
56,356,89.0
146,855,213.75
75,468,117.0
86,591,147.75
182,1158,289.5
25,193,48.25
10,54,13.5
116,633,158.25
50,321,80.25
136,742,185.5
88,465,116.25
219,1323,330.75
197,1258,314.5
156,891,222.75
271,1894,473.5
43,528,132.0
38,191,47.75
442,2898,724.5
24,125,31.25
10,52,13.0
15,81,20.25
10,52,13.0
19,108,27.0
119,732,183.0
279,1877,469.25
161,1067,266.75
230,1447,361.75
34,170,42.5
26,142,35.5
111,682,170.5
125,720,180.0
181,1015,253.75
179,1051,262.75
212,1190,297.5
222,1293,323.25
232,1507,376.75
169,1014,253.5
181,1130,282.5
188,1185,296.25
184,1146,286.5
219,1417,354.25
134,800,200.0
175,1056,264.0
12,92,23.0
7,32,8.0
172,1076,269.0
74,419,104.75
163,890,222.5
74,465,116.25
7,34,8.5
9,44,11.0
29,152,38.0
30,177,44.25
309,1661,415.25
55,439,109.75
116,752,188.0
214,1470,367.5
218,1454,363.5
124,860,215.0
2,15,3.75
3,24,6.0
7,32,8.0
240,1467,366.75
19,131,32.75
27,184,46.0
29,194,48.5
1,12,3.0
20,116,29.0
207,1185,296.25
255,1480,370.0
135,778,194.5
110,726,181.5
175,1204,301.0
10,64,16.0
195,1410,352.5
81,506,126.5
261,1506,376.5
286,1758,439.5
197,1257,314.25
12,80,20.0
65,444,111.0
176,1175,293.75
241,1421,355.25
212,1225,306.25
162,922,230.5
25,129,32.25
105,664,166.0
369,1982,495.5
4,23,5.75
83,539,134.75
89,533,133.25
10,64,16.0
37,218,54.5
38,274,68.5
159,908,227.0
129,846,211.5
342,2107,526.75
307,1846,461.5
221,1505,376.25
173,1060,265.0
212,1399,349.75
195,1246,311.5
61,393,98.25
253,1465,366.25
40,233,58.25
39,229,57.25
173,881,220.25
127,650,162.5
31,155,38.75
73,406,101.5
67,389,97.25
12,75,18.75
83,453,113.25
109,614,153.5
73,393,98.25
151,1052,263.0
7,32,8.0
54,341,85.25
18,101,25.25
129,1305,326.25
115,1267,316.75
8,41,10.25
166,1089,272.25
319,1900,475.0
273,1914,478.5
24,142,35.5
128,775,193.75
90,536,134.0
14,70,17.5
277,1472,368.0
253,1416,354.0
49,248,62.0
78,443,110.75
147,893,223.25
151,874,218.5
373,2099,524.75
100,587,146.75
18,88,22.0
18,88,22.0
123,772,193.0
128,828,207.0
73,420,105.0
363,2247,561.75
7,34,8.5
28,141,35.25
148,1490,372.5
140,886,221.5
33,186,46.5
27,155,38.75
160,1050,262.5
226,1637,409.25
6,30,7.5
54,295,73.75
123,807,201.75
141,1076,269.0
123,882,220.5
48,338,84.5
48,343,85.75
52,350,87.5
9,50,12.5
9,52,13.0
10,55,13.75
11,52,13.0
38,201,50.25
7,32,8.0
25,149,37.25
36,189,47.25
30,188,47.0
12,72,18.0
28,169,42.25
22,122,30.5
91,529,132.25
187,1160,290.0
201,1205,301.25
55,334,83.5
160,933,233.25
293,1892,473.0
140,1050,262.5
170,1047,261.75
69,282,70.5
17,131,32.75
56,323,80.75
237,1340,335.0
137,731,182.75
69,511,127.75
182,1042,260.5
153,962,240.5
9,35,8.75
18,126,31.5
30,170,42.5
58,358,89.5
328,1959,489.75
166,998,249.5
244,1361,340.25
201,1318,329.5
278,1823,455.75
6,26,6.5
81,522,130.5
81,495,123.75
122,737,184.25
2,13,3.25
113,641,160.25
1,1,0.25
192,1286,321.5
26,129,32.25
117,723,180.75
40,239,59.75
12,63,15.75
36,243,60.75
98,610,152.5
172,869,217.25
384,2263,565.75
147,1189,297.25
60,307,76.75
67,446,111.5
169,1479,369.75
31,209,52.25
4,19,4.75
27,161,40.25
108,641,160.25
212,1172,293.0
105,625,156.25
250,1672,418.0
277,1490,372.5
216,1397,349.25
70,405,101.25
9,63,15.75
128,674,168.5
110,878,219.5
109,672,168.0
263,1594,398.5
90,378,94.5
105,476,119.0
415,2328,582.0
79,485,121.25
47,356,89.0
27,190,47.5
56,374,93.5
176,1121,280.25
53,304,76.0
48,288,72.0
41,237,59.25
66,432,108.0
71,410,102.5
81,492,123.0
151,899,224.75
135,805,201.25
163,935,233.75
39,231,57.75
144,858,214.5
78,447,111.75
85,517,129.25
65,1922,480.5
83,490,122.5
1,3,0.75
287,1832,458.0
273,1962,490.5
233,1508,377.0
145,1071,267.75
49,300,75.0
109,582,145.5
64,403,100.75
61,409,102.25
87,474,118.5
81,450,112.5
40,241,60.25
36,197,49.25
18,108,27.0
54,356,89.0
57,385,96.25
51,279,69.75
50,323,80.75
31,179,44.75
6,43,10.75
50,326,81.5
57,394,98.5
1,4,1.0
139,898,224.5
81,468,117.0
266,1823,455.75
53,357,89.25
61,396,99.0
54,361,90.25
66,386,96.5
218,1462,365.5
176,979,244.75
256,1470,367.5
71,426,106.5
73,419,104.75
196,1162,290.5
233,1498,374.5
76,444,111.0
51,283,70.75
23,224,56.0
12,101,25.25
112,908,227.0
152,1634,408.5
151,1192,298.0
149,1647,411.75
136,1058,264.5
133,1052,263.0
153,1114,278.5
130,1026,256.5
1,18,4.5
1,25,6.25
299,1692,423.0
242,1609,402.25
142,894,223.5
6,48,12.0
72,479,119.75
75,448,112.0
195,1355,338.75
1,5,1.25
3,15,3.75
3,11,2.75
7,32,8.0
1,5,1.25
7,32,8.0
151,939,234.75
117,671,167.75
103,689,172.25
79,464,116.0
319,1985,496.25
7,34,8.5
283,1829,457.25
246,1324,331.0
38,203,50.75
125,741,185.25
30,193,48.25
146,856,214.0
1,1,0.25
29,135,33.75
34,169,42.25
49,294,73.5
49,326,81.5
48,327,81.75
53,360,90.0
70,451,112.75
11,75,18.75
280,1739,434.75
61,420,105.0
7,32,8.0
134,820,205.0
55,360,90.0
132,753,188.25
165,958,239.5
166,1007,251.75
88,486,121.5
110,638,159.5
124,719,179.75
121,721,180.25
121,731,182.75
437,2177,544.25
3,14,3.5
6,30,7.5
2,9,2.25
3,13,3.25
3,13,3.25
3,13,3.25
3,13,3.25
40,234,58.5
83,456,114.0
79,438,109.5
61,403,100.75
23,138,34.5
79,443,110.75
272,1701,425.25
332,2265,566.25
288,1962,490.5
89,504,126.0
494,3450,862.5
212,1347,336.75
270,1722,430.5
1,4,1.0
80,613,153.25
7,43,10.75
483,3470,867.5
16,69,17.25
11,68,17.0
9,49,12.25
206,1252,313.0
104,614,153.5
135,798,199.5
234,1268,317.0
194,1226,306.5
325,2188,547.0
2,20,5.0
208,1320,330.0
55,304,76.0
26,182,45.5
138,736,184.0
163,860,215.0
202,1530,382.5
189,1502,375.5
8,50,12.5
90,551,137.75
26,168,42.0
15,98,24.5
26,154,38.5
23,128,32.0
24,137,34.25
24,141,35.25
36,218,54.5
22,128,32.0
290,1668,417.0
267,1660,415.0
367,2377,594.25
69,438,109.5
115,685,171.25
119,709,177.25
106,651,162.75
118,710,177.5
118,710,177.5
139,1176,294.0
98,462,115.5
13,63,15.75
148,783,195.75
42,231,57.75
52,270,67.5
107,677,169.25
41,224,56.0
173,1013,253.25
125,656,164.0
218,1328,332.0
28,187,46.75
34,205,51.25
29,172,43.0
44,429,107.25
74,467,116.75
112,583,145.75
42,240,60.0
42,258,64.5
52,331,82.75
94,524,131.0
278,1900,475.0
187,871,217.75
172,1020,255.0
185,1199,299.75
5,102,25.5
57,427,106.75
2,88,22.0
14,108,27.0
344,2025,506.25
323,3071,767.75
111,620,155.0
93,522,130.5
148,749,187.25
159,1304,326.0
64,343,85.75
44,270,67.5
14,81,20.25
23,126,31.5
172,1116,279.0
54,342,85.5
201,1233,308.25
304,1739,434.75
222,1316,329.0
191,1107,276.75
32,171,42.75
101,673,168.25
6,26,6.5
91,576,144.0
2,7,1.75
522,3580,895.0
1,3,0.75
4,33,8.25
10,54,13.5
10,63,15.75
191,1264,316.0
249,1850,462.5
210,1135,283.75
182,1203,300.75
255,1773,443.25
44,520,130.0
7,34,8.5
130,871,217.75
167,1000,250.0
60,373,93.25
77,500,125.0
100,572,143.0
213,1274,318.5
285,1558,389.5
119,708,177.0
175,1722,430.5
45,283,70.75
30,152,38.0
221,1683,420.75
149,1078,269.5
3,15,3.75
24,175,43.75
24,175,43.75
6,43,10.75
16,91,22.75
10,35,8.75
5,28,7.0
19,95,23.75
16,59,14.75
16,98,24.5
29,184,46.0
59,339,84.75
236,1378,344.5
31,181,45.25
185,1091,272.75
231,1512,378.0
228,1583,395.75
188,1091,272.75
217,1582,395.5
368,2012,503.0
10,53,13.25
5,128,32.0
85,501,125.25
50,267,66.75
215,1329,332.25
210,1348,337.0
136,859,214.75
4,56,14.0
13,82,20.5
376,2309,577.25
312,2008,502.0
264,1667,416.75
289,1941,485.25
257,1582,395.5
66,427,106.75
29,165,41.25
161,944,236.0
157,1014,253.5
148,935,233.75
195,1249,312.25
87,571,142.75
17,222,55.5
91,732,183.0
101,562,140.5
59,378,94.5
232,1401,350.25
293,1729,432.25
54,265,66.25
67,372,93.0
11,79,19.75
239,1301,325.25
178,1099,274.75
126,789,197.25
188,1164,291.0
206,1531,382.75
65,360,90.0
5,25,6.25
103,852,213.0
137,757,189.25
282,1804,451.0
152,982,245.5
147,749,187.25
191,1241,310.25
205,1151,287.75
220,1711,427.75
56,370,92.5
41,207,51.75
28,139,34.75
41,204,51.0
32,130,32.5
41,204,51.0
27,186,46.5
13,35,8.75
9,45,11.25
335,1949,487.25
113,661,165.25
106,636,159.0
171,959,239.75
161,1009,252.25
206,1208,302.0
87,535,133.75
207,1241,310.25
58,362,90.5
46,228,57.0
109,478,119.5
9,41,10.25
373,2025,506.25
103,593,148.25
18,80,20.0
18,85,21.25
292,1676,419.0
42,209,52.25
139,746,186.5
50,262,65.5
7,34,8.5
382,2016,504.0
169,945,236.25
169,1139,284.75
14,81,20.25
45,264,66.0
15,84,21.0
95,575,143.75
8,41,10.25
8,51,12.75
53,449,112.25
36,212,53.0
12,225,56.25
30,170,42.5
30,170,42.5
22,133,33.25
167,1034,258.5
4,21,5.25
7,35,8.75
2,15,3.75
265,1806,451.5
36,239,59.75
7,36,9.0
9,53,13.25
8,48,12.0
10,53,13.25
1,1,0.25
4,31,7.75
148,951,237.75
60,319,79.75
87,484,121.0
87,484,121.0
74,411,102.75
72,404,101.0
91,504,126.0
89,509,127.25
97,546,136.5
97,546,136.5
97,546,136.5
25,145,36.25
159,952,238.0
81,473,118.25
98,589,147.25
146,1030,257.5
186,1658,414.5
190,1653,413.25
207,1641,410.25
207,1641,410.25
21,122,30.5
231,1404,351.0
194,1716,429.0
219,1635,408.75
200,1202,300.5
317,1921,480.25
272,1686,421.5
180,1072,268.0
129,822,205.5
71,404,101.0
129,723,180.75
151,879,219.75
169,1033,258.25
344,2082,520.5
8,24,6.0
158,926,231.5
136,744,186.0
202,1186,296.5
16,81,20.25
8,24,6.0
8,24,6.0
8,24,6.0
117,641,160.25
102,552,138.0
8,24,6.0
68,405,101.25
102,594,148.5
122,700,175.0
170,1083,270.75
217,1453,363.25
119,761,190.25
391,2131,532.75
376,2022,505.5
492,3466,866.5
160,1019,254.75
54,296,74.0
82,471,117.75
18,98,24.5
192,1054,263.5
216,1458,364.5
258,1597,399.25
17,84,21.0
5,28,7.0
5,27,6.75
1,1,0.25
1,1,0.25
114,693,173.25
5,27,6.75
114,693,173.25
5,29,7.25
5,26,6.5
5,29,7.25
5,35,8.75
6,36,9.0
6,43,10.75
5,30,7.5
1,15,3.75
159,1077,269.25
156,1034,258.5
213,1335,333.75
320,1914,478.5
299,1672,418.0
346,2117,529.25
324,1962,490.5
108,584,146.0
359,2340,585.0
47,235,58.75
54,256,64.0
30,164,41.0
50,249,62.25
93,461,115.25
156,780,195.0
368,2243,560.75
300,1866,466.5
358,1982,495.5
271,1922,480.5
189,1351,337.75
74,434,108.5
158,1050,262.5
369,2092,523.0
314,1958,489.5
320,2055,513.75
318,2447,611.75
296,1821,455.25
194,1274,318.5
93,591,147.75
17,111,27.75
349,2228,557.0
107,591,147.75
148,957,239.25
78,483,120.75
62,398,99.5
67,425,106.25
9,51,12.75
117,734,183.5
63,418,104.5
244,1763,440.75
45,256,64.0
51,333,83.25
22,101,25.25
322,2203,550.75
78,517,129.25
35,210,52.5
100,642,160.5
80,498,124.5
89,565,141.25
151,941,235.25
113,743,185.75
92,584,146.0
227,1127,281.75
26,147,36.75
165,1047,261.75
204,1230,307.5
14,49,12.25
322,1830,457.5
21,114,28.5
12,70,17.5
55,318,79.5
58,342,85.5
79,556,139.0
74,483,120.75
75,518,129.5
90,602,150.5
31,138,34.5
55,543,135.75
109,624,156.0
271,1865,466.25
252,1850,462.5
1,1,0.25
196,1057,264.25
247,1345,336.25
164,834,208.5
251,1739,434.75
10,80,20.0
4,20,5.0
8,45,11.25
87,536,134.0
10,50,12.5
75,443,110.75
491,3370,842.5
7,32,8.0
36,201,50.25
303,1788,447.0
110,631,157.75
64,511,127.75
52,346,86.5
56,324,81.0
60,368,92.0
40,304,76.0
62,351,87.75
51,297,74.25
43,279,69.75
47,306,76.5
47,306,76.5
57,354,88.5
25,154,38.5
250,1538,384.5
20,106,26.5
111,704,176.0
74,454,113.5
169,982,245.5
162,918,229.5
303,1808,452.0
117,764,191.0
151,852,213.0
65,377,94.25
136,738,184.5
200,1367,341.75
2,20,5.0
4,29,7.25
36,280,70.0
15,76,19.0
356,1968,492.0
362,1894,473.5
284,1501,375.25
46,290,72.5
59,314,78.5
73,426,106.5
7,32,8.0
24,125,31.25
92,497,124.25
43,236,59.0
273,1423,355.75
285,1499,374.75
63,346,86.5
39,205,51.25
141,726,181.5
182,966,241.5
364,2532,633.0
3,20,5.0
5,33,8.25
144,756,189.0
88,562,140.5
136,940,235.0
127,1027,256.75
85,550,137.5
222,1455,363.75
69,440,110.0
41,239,59.75
83,498,124.5
222,1322,330.5
58,480,120.0
34,310,77.5
34,310,77.5
34,310,77.5
59,333,83.25
103,626,156.5
146,982,245.5
175,1098,274.5
204,1260,315.0
211,1366,341.5
96,541,135.25
57,329,82.25
44,243,60.75
45,253,63.25
28,157,39.25
2,17,4.25
84,625,156.25
43,333,83.25
32,218,54.5
15,74,18.5
114,720,180.0
163,862,215.5
149,848,212.0
25,136,34.0
83,412,103.0
129,816,204.0
23,115,28.75
8,37,9.25
24,125,31.25
28,140,35.0
293,1833,458.25
26,139,34.75
7,43,10.75
289,1739,434.75
35,178,44.5
74,501,125.25
92,561,140.25
11,77,19.25
7,50,12.5
23,126,31.5
31,165,41.25
23,120,30.0
28,313,78.25
186,1300,325.0
215,1355,338.75
159,939,234.75
167,1087,271.75
302,1631,407.75
187,1121,280.25
186,1369,342.25
59,437,109.25
179,1315,328.75
191,1453,363.25
3,17,4.25
195,1375,343.75
47,287,71.75
7,32,8.0
122,729,182.25
95,629,157.25
254,1482,370.5
240,1436,359.0
11,66,16.5
59,374,93.5
118,735,183.75
197,1111,277.75
92,593,148.25
61,345,86.25
9,51,12.75
146,2297,574.25
171,1117,279.25
1,1,0.25
181,1008,252.0
98,585,146.25
340,1939,484.75
1,2,0.5
116,602,150.5
160,963,240.75
207,1292,323.0
61,396,99.0
34,182,45.5
119,720,180.0
46,251,62.75
232,1552,388.0
147,860,215.0
226,1435,358.75
115,941,235.25
214,1880,470.0
181,1135,283.75
7,32,8.0
51,287,71.75
213,1230,307.5
51,315,78.75
180,1077,269.25
36,296,74.0
8,59,14.75
7,34,8.5
15,78,19.5
143,773,193.25
72,394,98.5
20,118,29.5
115,550,137.5
207,1127,281.75
342,2311,577.75
142,1051,262.75
336,1926,481.5
228,1500,375.0
167,1042,260.5
5,50,12.5
143,824,206.0
354,2250,562.5
220,1269,317.25
158,1043,260.75
83,538,134.5
202,1287,321.75
122,811,202.75
60,375,93.75
138,894,223.5
236,1455,363.75
262,1804,451.0
7,32,8.0
131,894,223.5
95,480,120.0
35,186,46.5
20,94,23.5
121,802,200.5
355,2215,553.75
104,725,181.25
32,212,53.0
61,430,107.5
62,422,105.5
32,165,41.25
605,3712,928.0
27,171,42.75
1,1,0.25
103,652,163.0
60,358,89.5
160,1009,252.25
173,1163,290.75
53,384,96.0
179,1367,341.75
173,1335,333.75
127,951,237.75
225,1264,316.0
1,13,3.25
52,318,79.5
318,2188,547.0
1,1,0.25
345,1920,480.0
259,1464,366.0
66,388,97.0
7,32,8.0
152,884,221.0
394,2612,653.0
256,1851,462.75
266,1596,399.0
175,1818,454.5
33,180,45.0
185,1503,375.75
59,408,102.0
3,29,7.25
7,50,12.5
72,368,92.0
104,679,169.75
61,342,85.5
29,141,35.25
6,32,8.0
51,247,61.75
108,520,130.0
49,248,62.0
22,125,31.25
11,63,15.75
29,167,41.75
13,73,18.25
18,103,25.75
29,169,42.25
44,228,57.0
49,239,59.75
224,1270,317.5
217,1205,301.25
155,875,218.75
127,799,199.75
141,794,198.5
123,669,167.25
140,786,196.5
196,1349,337.25
59,323,80.75
21,233,58.25
10,67,16.75
12,67,16.75
54,311,77.75
50,307,76.75
60,383,95.75
61,391,97.75
1,4,1.0
4,25,6.25
216,1283,320.75
62,379,94.75
171,511,127.75
194,1205,301.25
187,988,247.0
164,1129,282.25
66,340,85.0
263,1729,432.25
288,1640,410.0
1,13,3.25
129,936,234.0
132,915,228.75
30,160,40.0
93,605,151.25
94,548,137.0
134,728,182.0
257,1398,349.5
244,1366,341.5
170,1220,305.0
236,1568,392.0
269,1687,421.75
271,1677,419.25
259,1707,426.75
55,371,92.75
285,1747,436.75
6,29,7.25
79,455,113.75
138,1644,411.0
251,1510,377.5
210,930,232.5
328,1942,485.5
324,1944,486.0
77,450,112.5
87,502,125.5
50,284,71.0
83,486,121.5
125,740,185.0
77,394,98.5
168,849,212.25
7,32,8.0
29,154,38.5
230,1385,346.25
46,252,63.0
121,690,172.5
89,512,128.0
163,1019,254.75
28,203,50.75
40,274,68.5
41,285,71.25
12,73,18.25
7,32,8.0
3,11,2.75
9,39,9.75
4,13,3.25
8,26,6.5
3,9,2.25
8,29,7.25
3,8,2.0
2,10,2.5
2,10,2.5
1,3,0.75
7,26,6.5
11,73,18.25
3,9,2.25
3,13,3.25
3,14,3.5
143,858,214.5
42,228,57.0
44,255,63.75
41,218,54.5
4,19,4.75
